Entry |ex| [px] mean,Entry |ex| [px] sd,Entry |ey| [px] mean,Entry |ey| [px] sd,Entry |ed| [cm] mean,Entry |ed| [cm] sd,Time-to-entry [s] mean,Time-to-entry [s] sd,Dwell [s] mean,Dwell [s] sd,Residual in-band [cm] mean,Residual in-band [cm] sd,Residual in-band [px] mean,Residual in-band [px] sd,Jerk proxy [m/s^3] mean,Jerk proxy [m/s^3] sd,Freshness fraction mean,Freshness fraction sd
,,,,,,,,,,,,,,0.0,,0.026,
